f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.4872049,0.7703682,-4.952272e-07,0.53083247,0.5866802,-0.0003669768,0.58180773,0.38759726,-0.016477207,0.6156305,0.23842621,-0.035924193,0.6239305,0.120031655,-0.049418513,0.52481794,0.26227555,-0.049669538,0.6859558,0.20927432,-0.09366244,0.6875353,0.3091454,-0.10859959,0.6501766,0.34775537,-0.11584052,0.52379745,0.34118238,-0.07168132,0.70375955,0.31614122,-0.102980345,0.6922077,0.40818602,-0.09543181,0.6542266,0.42545024,-0.093684636,0.5379187,0.4445139,-0.095011055,0.710932,0.43416074,-0.12088544,0.6929953,0.51419926,-0.10096843,0.6554443,0.5261484,-0.09031129,0.5641532,0.5565552,-0.11912597,0.7079041,0.54027826,-0.12945797,0.6888755,0.59658265,-0.115978315,0.647803,0.6123905,-0.1084382,0
0.47694755,0.75280476,-5.17928e-07,0.50037116,0.5626339,0.012038467,0.56111383,0.37108725,-0.0013590315,0.61419445,0.22524895,-0.019307453,0.62556195,0.122736245,-0.03228871,0.5343489,0.26375535,-0.047214143,0.69061637,0.21996231,-0.08385085,0.6857036,0.3079694,-0.093810156,0.6465903,0.3380009,-0.09825531,0.54083663,0.34250197,-0.07479305,0.7131993,0.31807107,-0.09648655,0.6965615,0.4070731,-0.08360403,0.658802,0.4250418,-0.07936238,0.55886126,0.44270816,-0.10157226,0.7206845,0.43371412,-0.11582034,0.69627225,0.50821894,-0.09090615,0.65806395,0.5199477,-0.07930694,0.58542824,0.5527065,-0.12833633,0.71758634,0.53853285,-0.12759568,0.6941677,0.5926621,-0.10733566,0.6548402,0.60662913,-0.09690018,0
0.47950548,0.7419123,-5.528891e-07,0.4918434,0.54197216,0.01636331,0.55372113,0.36103624,0.004918854,0.6157053,0.2201815,-0.010461696,0.6344905,0.1260637,-0.020681696,0.5445244,0.2521822,-0.042598523,0.69563794,0.2289807,-0.06951653,0.685391,0.32029504,-0.072353445,0.64453435,0.34905812,-0.07254143,0.5603423,0.33125624,-0.06939058,0.721737,0.32183006,-0.0813546,0.70103836,0.40880758,-0.06549485,0.66146964,0.42684472,-0.06023983,0.58551913,0.43340537,-0.093879044,0.7298796,0.43801966,-0.09763644,0.7021334,0.50805134,-0.070565745,0.6617087,0.51709855,-0.059792355,0.6152853,0.54377943,-0.11792812,0.73210895,0.53890467,-0.108866654,0.7046874,0.59295034,-0.08486712,0.6647884,0.59977907,-0.07298052,0
0.47988653,0.7249218,-5.7798746e-07,0.48685825,0.52179563,0.022452487,0.5433843,0.34707156,0.013656194,0.6061276,0.20985568,5.896026e-05,0.6383717,0.123425275,-0.008766645,0.5602615,0.24047282,-0.033023223,0.70242286,0.22734465,-0.053492874,0.6877338,0.3125652,-0.053615484,0.64665425,0.34111655,-0.05255748,0.5833063,0.31867588,-0.060628727,0.7304678,0.3254077,-0.066079274,0.70691586,0.40459388,-0.0502992,0.6679351,0.4215245,-0.045932677,0.6122498,0.42190757,-0.08495464,0.7399498,0.4391931,-0.082440175,0.70963496,0.5046763,-0.055238493,0.66908926,0.51435286,-0.04544479,0.6417075,0.5340763,-0.10830753,0.7431519,0.54171616,-0.09566021,0.7116313,0.5958861,-0.0708833,0.6717957,0.6004689,-0.058411926,0
0.4819811,0.7093483,-6.0794883e-07,0.4910379,0.49898714,0.02492691,0.54444736,0.33469763,0.019082509,0.60636264,0.20860192,0.008157786,0.633797,0.13139254,0.0016765749,0.5775936,0.2287449,-0.01802116,0.7060991,0.24085057,-0.032422915,0.68722355,0.31687775,-0.033322517,0.646578,0.34066546,-0.0337243,0.60586137,0.30959147,-0.044553906,0.7335024,0.33043444,-0.04564157,0.7099597,0.39874035,-0.03414872,0.67185724,0.41442397,-0.032396987,0.6374886,0.41457927,-0.06742393,0.7459847,0.43976757,-0.06176261,0.716834,0.499506,-0.03767693,0.67887175,0.50873005,-0.029476503,0.6677447,0.5295551,-0.08909029,0.7511404,0.54220694,-0.074984685,0.7183277,0.5924008,-0.050879844,0.68224233,0.5939554,-0.038110938,0
0.4895519,0.68493545,-5.956974e-07,0.49666902,0.47225195,0.018697366,0.5506589,0.31797022,0.015126694,0.6134631,0.20747222,0.008978373,0.6477675,0.13472992,0.0074604726,0.5928748,0.23080637,-0.019423066,0.70841336,0.24204016,-0.026218897,0.6912556,0.31013602,-0.021169554,0.6518585,0.33704174,-0.017112225,0.6312333,0.32032388,-0.038882036,0.7377871,0.33946094,-0.03254038,0.71487844,0.39643997,-0.019690188,0.67596924,0.41131228,-0.017003175,0.6687115,0.4286174,-0.054472856,0.7529712,0.44827244,-0.043331243,0.72517204,0.4971675,-0.020312374,0.68847543,0.50636697,-0.01303849,0.6991457,0.5413595,-0.06904977,0.7616851,0.5451521,-0.05322462,0.73021984,0.5890432,-0.028959295,0.69736165,0.595533,-0.015396787,0
0.49319828,0.67421174,-6.0531005e-07,0.5019814,0.45895544,0.020924108,0.55730724,0.31088555,0.020879986,0.62012285,0.21183173,0.017099485,0.66292423,0.14921114,0.017189676,0.6139531,0.22901796,-0.0037591758,0.7172143,0.24804994,-0.00780863,0.69996583,0.3128354,-0.006089445,0.6615026,0.33835864,-0.004426138,0.6551074,0.31954086,-0.022241844,0.74575865,0.34650642,-0.012103977,0.72331357,0.40025613,-0.0028382014,0.6849544,0.41577947,-0.0020159597,0.6918982,0.43040413,-0.037388492,0.75900334,0.45558584,-0.0237133,0.73192984,0.4998267,-0.0046270145,0.69561505,0.5105796,0.0007892109,0.7195963,0.54531705,-0.05147109,0.7667568,0.5522544,-0.03437726,0.73678094,0.5890056,-0.011748508,0.7038792,0.5981769,0.0015344503,0
0.5007659,0.6749675,-6.646373e-07,0.5094267,0.45176646,0.031492185,0.5667615,0.31007934,0.037291788,0.6295026,0.21446946,0.037510235,0.6702693,0.15375501,0.04032849,0.6358761,0.2347745,0.0076676942,0.7300584,0.2589333,0.01294064,0.7118407,0.32364368,0.020748343,0.6740027,0.34840983,0.025705805,0.6773861,0.32621008,-0.013199719,0.7567818,0.35964343,0.006820474,0.7328764,0.4111858,0.019475449,0.6948142,0.42658457,0.021012329,0.7112433,0.4399801,-0.029388912,0.7688699,0.4659704,-0.00729002,0.74128246,0.5066585,0.012575052,0.7042453,0.5179258,0.016440539,0.7337817,0.55613863,-0.043636195,0.7736944,0.5633371,-0.020573795,0.7434203,0.59639746,0.0032440878,0.7097058,0.6051669,0.016205952,0
0.51074636,0.67030436,-6.7937225e-07,0.52086043,0.44642067,0.030671617,0.57691115,0.30886832,0.035615318,0.639359,0.21395318,0.03510362,0.6769347,0.14711148,0.037005983,0.6541915,0.23697038,0.005638478,0.743994,0.2753152,0.011131639,0.7262615,0.33894774,0.019003797,0.6902678,0.36124063,0.023875322,0.6953318,0.32882905,-0.014779311,0.7674356,0.3754661,0.0063373623,0.74213,0.42624944,0.020391295,0.7045593,0.44075197,0.022645582,0.72694117,0.4434779,-0.03058747,0.77601475,0.4768787,-0.0067246417,0.7481713,0.51596844,0.01346801,0.7117263,0.5273033,0.017091088,0.7471434,0.56164086,-0.044755694,0.77770174,0.57626003,-0.020152275,0.74772835,0.60560954,0.0030618494,0.71552986,0.6122704,0.015499607,0
0.52315843,0.6703259,-7.341417e-07,0.5308708,0.44865602,0.028696874,0.5873799,0.31983268,0.032019317,0.6537707,0.23465203,0.031259887,0.6925138,0.17732981,0.032576837,0.67547375,0.23544739,-0.0045401477,0.7561278,0.2949871,0.003513227,0.73446,0.35715976,0.01307453,0.6979577,0.37522477,0.018093819,0.72099817,0.33582586,-0.023333233,0.7770041,0.38791275,0.0006328749,0.7501972,0.43133712,0.015676415,0.7129376,0.4462308,0.017795717,0.7518855,0.45736274,-0.03642561,0.78131187,0.4875394,-0.009971849,0.75404924,0.5202412,0.009459578,0.71942586,0.53203946,0.011770511,0.7681029,0.5776262,-0.047919277,0.78133017,0.5891179,-0.02266276,0.75368077,0.61350155,-0.00067482574,0.72427565,0.6204644,0.010839974,0
0.53628945,0.656651,-7.3505515e-07,0.5383848,0.4443879,0.0259737,0.5922629,0.3263892,0.02782458,0.6612445,0.25852644,0.0246659,0.70551383,0.20987654,0.023995422,0.6949173,0.23482999,0.0037459717,0.7655286,0.30110577,0.005809189,0.7442506,0.36169004,0.007733305,0.7078709,0.37713072,0.008054639,0.7409585,0.32750404,-0.015411342,0.7843637,0.3923988,0.0029498974,0.75607073,0.43689463,0.01158951,0.7192563,0.44886053,0.0108913,0.77149504,0.44340247,-0.030529615,0.78814554,0.48676702,-0.010085613,0.759639,0.52098846,0.0048402115,0.7250353,0.53113735,0.0064292094,0.78774893,0.5639152,-0.044773817,0.7884402,0.5900157,-0.023779903,0.7589821,0.61483645,-0.004754043,0.72810155,0.620978,0.0062559415,0
0.5520714,0.6286144,-7.002001e-07,0.5595885,0.42685688,0.022444403,0.61257696,0.32317495,0.021069044,0.67670304,0.2767537,0.014629634,0.721032,0.24610578,0.010425803,0.7140017,0.2321194,-0.0013063459,0.7752074,0.3085552,-0.00438574,0.75478446,0.37429297,-0.0071222195,0.7183549,0.39167637,-0.010271775,0.7591837,0.3198161,-0.020573968,0.79264367,0.40136907,-0.0075981705,0.7652416,0.44695002,-0.0032013403,0.7298716,0.4537729,-0.0066350494,0.7869582,0.43565655,-0.03631817,0.7978862,0.49607936,-0.021202564,0.76866174,0.5322408,-0.009130741,0.73427355,0.5374954,-0.008785869,0.79956,0.56002617,-0.051490087,0.7946659,0.60853773,-0.03583545,0.76316655,0.6315729,-0.01973096,0.7303285,0.63161516,-0.010147417,0
0.5684846,0.6013739,-6.8078236e-07,0.57608795,0.4091361,0.020800725,0.6277575,0.31614804,0.017888445,0.68884116,0.29266143,0.009507065,0.73205876,0.2805876,0.0029798353,0.74027926,0.23683305,0.0001873508,0.78716177,0.32129675,-0.0064449175,0.7643801,0.38305056,-0.014674058,0.7308822,0.39976242,-0.022285791,0.78347284,0.325164,-0.020294515,0.7993021,0.4180903,-0.011888219,0.7693062,0.4615238,-0.012532184,0.73788166,0.46587497,-0.019120013,0.8066194,0.44042134,-0.03784357,0.8019898,0.5156428,-0.026848298,0.77000123,0.55032706,-0.017626176,0.739161,0.5504904,-0.01871881,0.8139433,0.56464905,-0.055272,0.79798174,0.6298574,-0.043241806,0.7644989,0.6480763,-0.029553005,0.7337601,0.6409619,-0.021442078,0
0.5814892,0.5867502,-5.9818933e-07,0.5908112,0.39971542,0.023313837,0.6440276,0.3206516,0.017684745,0.706168,0.3250973,0.0051463405,0.7510383,0.35534367,-0.0061281966,0.7483069,0.23667806,0.003502987,0.79493177,0.3254525,-0.0053510587,0.76690143,0.38599473,-0.017399048,0.73108184,0.4010225,-0.028081918,0.793627,0.31774652,-0.019585151,0.81072366,0.40688264,-0.012681015,0.77952987,0.45158666,-0.015011104,0.74642104,0.460536,-0.022367042,0.81867296,0.43332478,-0.039803717,0.81398237,0.50659055,-0.028350307,0.78014904,0.54389364,-0.019343264,0.74835575,0.54850113,-0.020450305,0.8288545,0.5614493,-0.0598566,0.81105673,0.62427247,-0.04469285,0.77827865,0.6438566,-0.029286059,0.7481985,0.6415961,-0.020416934,0
0.5944793,0.58939487,-6.3012965e-07,0.59991986,0.4062847,0.02692439,0.65748125,0.3262238,0.025771417,0.7219882,0.3155875,0.018031891,0.77028525,0.32989544,0.012011465,0.760809,0.2382114,0.011232214,0.79591167,0.3211784,0.00979712,0.7703021,0.38223854,0.0038666062,0.73949236,0.40431893,-0.003134581,0.8077294,0.31663692,-0.011378593,0.81518906,0.39926663,0.00344604,0.7859602,0.44416705,0.004932441,0.7575382,0.4597469,-0.0012891389,0.8338498,0.43104267,-0.030666431,0.8244871,0.50032884,-0.01372755,0.7916575,0.5384981,-0.0033134266,0.76237243,0.5488122,-0.005186623,0.84441495,0.55886376,-0.049368568,0.82387555,0.61687374,-0.0315278,0.7918498,0.6368771,-0.015794475,0.7630317,0.6374481,-0.007552989,0
0.6050652,0.59061974,-6.5954055e-07,0.60564905,0.41002077,0.02019781,0.65752226,0.3311836,0.015419448,0.72059685,0.3307913,0.004780711,0.76742005,0.35485515,-0.0042832736,0.7757038,0.2429524,0.0057163434,0.8077284,0.32750237,-0.0024334225,0.780234,0.38440317,-0.015548287,0.7482254,0.4008372,-0.027613414,0.82165086,0.32613462,-0.015839618,0.8226445,0.41183123,-0.007927532,0.7911406,0.45331573,-0.011300879,0.76157004,0.46309346,-0.02046689,0.845503,0.4406872,-0.035079982,0.83007723,0.5122403,-0.02449487,0.7959133,0.5464276,-0.016355751,0.7665567,0.55034465,-0.018710459,0.8530402,0.5664543,-0.0545299,0.8285116,0.62954134,-0.04165896,0.7961052,0.6478233,-0.028224047,0.76866186,0.6439945,-0.02109919,0
0.6142691,0.58740145,-6.422204e-07,0.6142771,0.41291478,0.014961245,0.6646288,0.33705324,0.007813012,0.7237881,0.3402275,-0.0042773765,0.76448625,0.36055213,-0.015049256,0.786474,0.24991678,0.0016051758,0.8109716,0.33366734,-0.010531897,0.78171235,0.38824296,-0.028213948,0.7507919,0.40020582,-0.043214478,0.831595,0.33560747,-0.01802169,0.8299398,0.41741535,-0.013701799,0.7967556,0.4594145,-0.018920964,0.76822937,0.4658158,-0.028819013,0.8550548,0.44906104,-0.036019087,0.8364274,0.51899886,-0.028337276,0.80135024,0.55277705,-0.020938726,0.7723216,0.55468976,-0.023013676,0.86175036,0.5716128,-0.05480523,0.8342499,0.6325354,-0.043938212,0.80046326,0.6503401,-0.031182421,0.77349216,0.6458763,-0.024129765,0
0.62215614,0.5903294,-6.596756e-07,0.62227523,0.41587627,0.019993337,0.67677283,0.34405693,0.016018843,0.73873854,0.35056674,0.005890589,0.78184503,0.3800642,-0.0033175228,0.7907383,0.2505254,0.01118238,0.81291115,0.3273036,0.0025750524,0.782349,0.38144428,-0.01295466,0.7530414,0.39410228,-0.026719145,0.8377557,0.33430564,-0.010399302,0.8370488,0.41133684,-0.0029811221,0.8028101,0.45349705,-0.007864837,0.77406645,0.46222916,-0.017625038,0.8630246,0.44739664,-0.030143868,0.8465811,0.5107938,-0.020532385,0.81019443,0.545317,-0.013617914,0.78044724,0.5499449,-0.016184904,0.87186396,0.57018346,-0.050190885,0.8462593,0.6235833,-0.036925673,0.81244904,0.64362025,-0.023198674,0.784796,0.643511,-0.015924523,0
0.6252781,0.59167355,-6.887836e-07,0.628671,0.41536045,0.026539918,0.6835957,0.34544802,0.024986153,0.74518037,0.34707206,0.016196076,0.7900105,0.36513898,0.008605557,0.7936254,0.25123236,0.016129049,0.81627524,0.33345062,0.011109695,0.7870466,0.39175713,0.0002477621,0.75693387,0.4084424,-0.010382014,0.8416979,0.3285136,-0.008384809,0.84372085,0.42166588,0.001480954,0.80941045,0.46660882,-0.0022943248,0.7789821,0.47694835,-0.011391947,0.8677392,0.439905,-0.030144855,0.8536383,0.5223517,-0.017973347,0.81654286,0.56066245,-0.010684503,0.7865101,0.56439036,-0.013758143,0.8763434,0.56473804,-0.05166586,0.8509196,0.637924,-0.036643818,0.8162177,0.65920454,-0.022970391,0.7875599,0.6542097,-0.01610454,0
0.6237447,0.5970085,-6.939684e-07,0.6328759,0.41285715,0.025781475,0.6954398,0.34159198,0.024213014,0.75955325,0.34531337,0.015468349,0.8037566,0.37466264,0.007890235,0.7966208,0.24872941,0.016217371,0.8216506,0.34399801,0.008773618,0.7913108,0.4060174,-0.0052912915,0.7600951,0.42245543,-0.018259289,0.8419154,0.32863826,-0.00819897,0.84594333,0.42925796,2.0099154e-05,0.811549,0.474702,-0.0053024525,0.7818509,0.4831221,-0.015568591,0.86624914,0.44363222,-0.030040696,0.8544485,0.5337386,-0.01920966,0.81684023,0.5687964,-0.011825817,0.786985,0.56798506,-0.014498576,0.8739645,0.5699856,-0.051725164,0.8509915,0.64761627,-0.036385577,0.8163382,0.667369,-0.021802356,0.78931266,0.6587821,-0.01437117,0
0.62189174,0.6034734,-8.1671357e-07,0.62944245,0.4188929,0.025761243,0.6913838,0.32111734,0.030459471,0.75485647,0.26463592,0.029433597,0.7947901,0.22401515,0.029687384,0.8014471,0.25587204,0.015202964,0.82890016,0.35087582,0.0127046695,0.79930174,0.4108778,0.0049930303,0.76528496,0.42529777,-0.0028508168,0.8464212,0.3435037,-0.005805753,0.8484604,0.43945286,0.007361573,0.81489664,0.47991464,0.006458593,0.7833933,0.48630136,-0.00091735425,0.86881083,0.45947546,-0.023817008,0.85403824,0.53933805,-0.010734101,0.8178733,0.57053137,-0.002918111,0.7867762,0.5686914,-0.00541764,0.87315756,0.58356744,-0.04127362,0.84853727,0.65101546,-0.02798403,0.8141185,0.6667168,-0.0156284,0.785366,0.6554405,-0.009011095,0
0.6152797,0.60357046,-8.321054e-07,0.6247258,0.4183188,0.026375173,0.68852854,0.32181555,0.03180619,0.7525216,0.2658307,0.031385887,0.7925632,0.22149631,0.032468036,0.79967207,0.26068968,0.01617654,0.8293965,0.35259765,0.014922532,0.79937404,0.40828598,0.008494633,0.76557815,0.41984296,0.0015062846,0.84135914,0.35106665,-0.004674365,0.8427643,0.44043416,0.010110317,0.80934966,0.4787886,0.010908232,0.7788216,0.48469037,0.004282142,0.8610773,0.46736303,-0.022596588,0.84707236,0.53746784,-0.008511096,0.81145513,0.5667719,0.00032051647,0.78042555,0.5656258,-0.0017500923,0.86332065,0.5902781,-0.039948147,0.8409231,0.6486459,-0.026384411,0.80672187,0.66320646,-0.013811789,0.7779535,0.6530151,-0.0071724383,0
0.6049999,0.5973481,-7.9033896e-07,0.616501,0.41560858,0.021009335,0.6821013,0.3225125,0.02298591,0.74600446,0.27233386,0.019804029,0.785449,0.22572467,0.018468251,0.7936961,0.26493096,0.0111722965,0.8249732,0.3576249,0.0041797655,0.7944035,0.41351017,-0.007062694,0.7596313,0.4240499,-0.01704409,0.8337717,0.35433638,-0.008606492,0.8355355,0.44673836,0.0011460814,0.8018966,0.48478967,-0.0005700298,0.77222556,0.4885026,-0.008394303,0.8516836,0.47019306,-0.026313977,0.83829206,0.5459005,-0.016391639,0.80233467,0.57385045,-0.008453316,0.77201694,0.56946826,-0.010359583,0.85329604,0.5943986,-0.04397237,0.82966906,0.65894544,-0.033439565,0.795618,0.67218256,-0.021812333,0.76839226,0.6582616,-0.015312018,0
0.59197,0.59420335,-7.784936e-07,0.6046369,0.4173445,0.017847741,0.6702229,0.3195116,0.01730277,0.73370284,0.2694203,0.012190992,0.77908325,0.23836944,0.009335519,0.7838613,0.26479703,0.0052333525,0.8149904,0.3446813,-0.0029511417,0.7840807,0.40196523,-0.013070779,0.7492674,0.4126221,-0.021900158,0.8232345,0.35719132,-0.014098774,0.8258942,0.43960553,-0.005733288,0.79170316,0.47861376,-0.006094426,0.7609149,0.48222452,-0.012479184,0.8408968,0.474803,-0.03156374,0.8257476,0.5409969,-0.023275144,0.7898304,0.5701676,-0.015056949,0.7573628,0.56786686,-0.016256781,0.842648,0.60074556,-0.04916027,0.8153322,0.6585815,-0.040506482,0.780964,0.6736623,-0.028951798,0.75180095,0.66269106,-0.021860719,0
0.5784455,0.58314854,-7.315215e-07,0.5927662,0.40984777,0.013216418,0.65842104,0.31473854,0.01075055,0.7218969,0.2670856,0.0046406053,0.7661598,0.2315371,0.0006430947,0.7717043,0.26364034,5.394182e-05,0.8083403,0.36222556,-0.010190006,0.776236,0.4193213,-0.023061825,0.74057466,0.42433107,-0.033853948,0.8091928,0.36117393,-0.017254628,0.81718105,0.45574296,-0.0100699235,0.7832271,0.4929166,-0.011387355,0.75205696,0.49084702,-0.018507926,0.8250419,0.48057693,-0.033003155,0.81452096,0.554045,-0.024942156,0.7800951,0.5810708,-0.01623482,0.74785507,0.57540107,-0.017065087,0.8256048,0.60473806,-0.04938842,0.8011249,0.66449374,-0.0411023,0.76770294,0.6785837,-0.02911482,0.73809904,0.66740716,-0.0215347,0
0.5674516,0.5917921,-7.8145234e-07,0.5826529,0.41397226,0.012726031,0.65116525,0.3087867,0.012992873,0.71633667,0.24748108,0.010595037,0.75687486,0.19163868,0.01023382,0.7593436,0.26500767,-0.0013461452,0.793676,0.37372372,-0.008662526,0.7577578,0.42749655,-0.018374499,0.7204205,0.42738816,-0.027671264,0.79564124,0.3600073,-0.017049095,0.8004078,0.46297634,-0.0091694435,0.7630515,0.4972327,-0.0101996185,0.7314456,0.49128023,-0.017264487,0.8111021,0.4787914,-0.030717006,0.7990903,0.555887,-0.023023337,0.7621949,0.58299565,-0.014996968,0.7300204,0.57691205,-0.016387453,0.81264687,0.6028622,-0.044755626,0.78626347,0.6622259,-0.038857196,0.75046736,0.6795769,-0.028544307,0.7214677,0.6707555,-0.02193032,0
0.54715276,0.584851,-8.045455e-07,0.56696415,0.41259155,0.015912723,0.6343758,0.31546378,0.015655214,0.6972995,0.26547456,0.011812122,0.73838544,0.22357649,0.009820461,0.74223256,0.26794225,-0.001005418,0.77358305,0.36014885,-0.00937896,0.73725414,0.413561,-0.01860159,0.6999254,0.41689917,-0.026502594,0.7760275,0.3661406,-0.018006112,0.7769476,0.4531937,-0.011706558,0.7401315,0.48708358,-0.012266425,0.7085947,0.4881362,-0.017781701,0.7892853,0.48583576,-0.032676883,0.77349216,0.5531108,-0.025479466,0.73648405,0.57799554,-0.017621996,0.7046748,0.57466143,-0.018183261,0.7890242,0.60947585,-0.0474234,0.7620811,0.66754574,-0.04034191,0.7260088,0.68112755,-0.029780788,0.69741863,0.6713071,-0.022654478,0
0.52903074,0.5872134,-7.97387e-07,0.5459338,0.41597533,0.015375941,0.6122276,0.32403138,0.011782421,0.67593646,0.29349318,0.0040031793,0.718831,0.2681597,-0.0016648133,0.7183984,0.2609626,-0.00017612755,0.7470322,0.36303684,-0.0151786925,0.7087089,0.41957998,-0.030886523,0.6691832,0.4219883,-0.043080676,0.75480103,0.3539665,-0.020497078,0.7538085,0.44994926,-0.02108904,0.71687007,0.48640406,-0.02815359,0.68540895,0.4850431,-0.037901707,0.7720233,0.47139585,-0.039074875,0.75663775,0.55161667,-0.037329216,0.7186047,0.5802251,-0.03148336,0.6869324,0.57405037,-0.03306643,0.7760469,0.5961155,-0.058079224,0.74812263,0.66571426,-0.053998478,0.7090493,0.68458474,-0.043439373,0.6788909,0.67589957,-0.036428012,0
0.5112179,0.5842708,-7.770987e-07,0.5275461,0.41125405,0.012005735,0.5958357,0.307746,0.009076471,0.66518635,0.26032364,0.0032148848,0.70866054,0.21840414,-0.001139047,0.7018618,0.2694148,-0.0055275573,0.736254,0.35429132,-0.018853547,0.70217365,0.4089355,-0.03282691,0.6643185,0.41625482,-0.043396942,0.7342518,0.3710984,-0.02231762,0.7392838,0.44835657,-0.018902762,0.7052672,0.48258057,-0.0227083,0.67333585,0.48451638,-0.030819267,0.7474366,0.49224883,-0.037275553,0.7386174,0.552822,-0.032806054,0.7024818,0.5766436,-0.026183164,0.67042685,0.57284504,-0.027539259,0.7479986,0.6167528,-0.052516162,0.727393,0.66955507,-0.047453467,0.6906811,0.6830461,-0.03682453,0.6614764,0.6755389,-0.029730177,0
0.49393326,0.5662087,-6.754226e-07,0.51765513,0.3954758,0.016305493,0.5831544,0.30130932,0.011681403,0.6493814,0.26731932,0.0029287257,0.6921571,0.25458097,-0.00457435,0.68021494,0.26407295,-0.008300598,0.7270049,0.35040015,-0.02173422,0.69604534,0.40832797,-0.03374608,0.65782225,0.4164026,-0.042574186,0.7119607,0.3674751,-0.027764633,0.72953254,0.44613153,-0.02569913,0.6965226,0.48360315,-0.028008899,0.66177666,0.48560265,-0.033971157,0.72422075,0.49286315,-0.044623002,0.7198591,0.55291575,-0.038879175,0.684307,0.57982415,-0.03130521,0.65189236,0.5770715,-0.031968053,0.7241497,0.6228075,-0.061313342,0.701006,0.6786219,-0.0540255,0.6652988,0.69100475,-0.042742666,0.6369902,0.682938,-0.035498444,0
0.46654582,0.569193,-6.6815863e-07,0.49032405,0.39633703,0.016982093,0.55480224,0.30168295,0.011548456,0.62375,0.26831895,0.0017307872,0.67074114,0.25644928,-0.0059976373,0.6519592,0.26246977,-0.008044733,0.71280545,0.35406917,-0.023650192,0.6814585,0.41570124,-0.03472788,0.6383204,0.42380637,-0.041691415,0.6839684,0.36572734,-0.028636772,0.71895033,0.45436195,-0.028952032,0.6835016,0.49772134,-0.029691633,0.64444405,0.49546885,-0.03347935,0.69747424,0.49242693,-0.047127895,0.71027213,0.56609344,-0.044985272,0.6731398,0.59646815,-0.03628991,0.6372265,0.58904463,-0.03480205,0.69850785,0.6248972,-0.065114304,0.6885489,0.6891397,-0.059989396,0.6509179,0.7000984,-0.048434194,0.6195829,0.68394434,-0.040423624,0
0.4387701,0.5809867,-4.9472834e-07,0.4701814,0.40602374,0.010533047,0.54182297,0.3093204,0.0030952268,0.61285776,0.2594633,-0.007470314,0.6548928,0.23323551,-0.015160692,0.6255659,0.26770622,-0.016633209,0.69750637,0.34522098,-0.039324023,0.67671025,0.41657543,-0.053487655,0.6374669,0.4353152,-0.0603214,0.6535213,0.37927216,-0.03463263,0.70281655,0.45240322,-0.04027193,0.6751464,0.5042987,-0.04003525,0.637058,0.5097589,-0.041738857,0.6631404,0.51149493,-0.051492415,0.6832569,0.57942,-0.051104072,0.65287524,0.60919046,-0.0408579,0.61781,0.6002075,-0.037946794,0.6598075,0.6444204,-0.06865884,0.6499894,0.71070516,-0.063149825,0.61819595,0.7189594,-0.051509507,0.590546,0.6996881,-0.04372817,0
0.40675566,0.5994092,-5.4699456e-07,0.442478,0.41940847,0.010311206,0.5153094,0.30996862,0.0014905747,0.5899335,0.24348551,-0.009019454,0.6301954,0.20903549,-0.015649326,0.5934515,0.26593035,-0.028387759,0.6731074,0.33209512,-0.046155598,0.6451976,0.40020782,-0.05106693,0.59784865,0.40691516,-0.05159585,0.61939275,0.37496072,-0.045341313,0.6830495,0.43354392,-0.048091378,0.65300727,0.48912257,-0.041551847,0.6105074,0.49481198,-0.03947807,0.6322391,0.5059473,-0.059834555,0.6652118,0.56397116,-0.055178285,0.6349552,0.5993599,-0.040472854,0.5965416,0.59431016,-0.035915554,0.6328787,0.63840073,-0.074274816,0.6392649,0.6950625,-0.06511167,0.6072766,0.7092468,-0.050353456,0.5775557,0.69716024,-0.041154973,0
0.3668367,0.60579157,-5.851483e-07,0.40557665,0.42702755,0.019672038,0.4862218,0.31762835,0.017839069,0.5598659,0.2506225,0.0107993735,0.5990699,0.19617322,0.007692674,0.55837095,0.25895333,-0.0002461572,0.6480464,0.34214693,-0.016354796,0.6254744,0.41147196,-0.023311915,0.5803789,0.42766103,-0.025391111,0.58513355,0.35516113,-0.02088839,0.6524221,0.450664,-0.022094024,0.6230694,0.50882804,-0.01980026,0.5830103,0.5125561,-0.021016272,0.60194707,0.4744369,-0.04018208,0.6466188,0.57746255,-0.036333628,0.6126658,0.6196599,-0.024399599,0.5751946,0.6110048,-0.02124035,0.6082079,0.6015483,-0.059146624,0.6291011,0.6987505,-0.049741726,0.5925908,0.72203445,-0.036387388,0.56078523,0.70569015,-0.028181028,0
